Gene	D10_oocyte	D14_oocyte	8w_oocyte	MII_oocyte	PN5_zygote	2cell_early	2cell_late	4cell	8cell	ICM
Fcer1g	0	0	0	0	0	0.0770455	0.343301	0.121818	0	0
Fcgr2b	0	0	0	0	0.0613387	0.0994565	4.69178	5.14625	2.80054	2.0398
Apoa2	0	0	0	0	0.307975	0.620792	0.741618	0.597242	0.198969	3.86554
Ndufs2	63.3502	66.7388	85.6911	4.39964	31.6266	12.2096	13.8149	17.667	39.5455	145.836
B4galt3	16.9595	16.0603	5.81295	4.99408	1.71696	3.22905	39.8694	51.2446	71.3812	39.2696
Adamts4	1.05799	0.848752	2.60365	4.32019	2.86276	3.13527	1.76625	0.0125251	0.0127821	0.0378303
Ppox	12.8724	14.5685	9.13673	0.437809	3.29906	2.13245	0.291894	0.0279062	1.47816	10.1566
Ufc1	39.7915	39.7777	30.2474	0.724327	4.39842	7.75349	20.1853	49.9636	122.221	118.736
Usp21	34.0183	38.6482	45.2309	94.3948	63.744	60.8922	32.7776	7.08521	7.52041	14.4384
Pfdn2	73.1778	102.277	87.3525	68.7189	92.6372	101.781	151.225	222.759	307.495	195.919
Klhdc9	1.45562	0.823773	0.680255	0.0963634	0.540456	0.547693	0.579479	1.11812	1.58649	1.60638
Arhgap30	0	0	0	0	0	0	0.124929	0.554543	0.452868	0.395801
Nr1i3	0	0	0	0	0	0.0272858	0.200699	0.38063	0.0860119	2.66829e-10
Tomm40l	0.125905	0.156392	0.0405788	0	0.0776028	0.0524286	0.092242	0	0.0494002	4.11315
Usf1	16.8364	19.7183	26.4759	5.07461	11.5467	9.21653	20.6316	38.9012	31.6715	28.4442
Tstd1	0	0	0	0	0	0.109635	1.96228	1.2261	6.8427	1.25123
F11r	0.277511	0.125402	0.471327	0.69473	0.40384	2.36737	44.2051	100.627	158.48	53.7517
Alyref2	4.62614	3.91606	2.63773	5.08636	2.92909	5.93659	30.9464	21.3033	2.05002	2.52264
Cd244	0.142873	0.0788339	0.593911	0.790172	0.940581	0.834043	0.314284	0.109945	0	0
Pvrl4	0	0.0217944	0.0113191	0	0	0.0175576	0	0	0.0413434	0.0265574
Itln1	0	0	0	0	0	0.0655894	0.386372	0.152832	0.258752	0
Cd48	0.13235	0.247723	0.593547	2.21916	0.564308	1.56852	1.29932	0	0	0.358971
Slamf7	0.1194	0.0741105	0.279226	0.0990953	0.184277	0.253977	1.95377	0.781046	0.422031	0
Mir7683	0	0	0	0	0	0	0	0	0	0
Slamf1	0.437702	0.486557	6.11628	7.04856	7.01053	9.50525	3.08755	0.035439	0	0.0535443
Slamf6	0	0	0	0	0	0.166683	0.150459	0	0	0.617043
Vangl2	0.0281099	0	0.0724079	0.0309236	0	0.0841203	0	0	0.176271	2.00367
Nhlh1	0	0	0	0	0.0309936	0	0.0184277	0	0.0394772	0
Ly9	0	0	0	0	0	0	0	0	0	0
Dedd	143.679	161.892	194.418	93.7763	138.061	107.719	27.7616	30.4752	26.8914	20.8487
Nit1	15.8481	12.3133	19.6532	0.753396	5.20627	5.64568	12.8064	9.21095	22.0348	27.5291
Cd84	0.068195	0.0879769	0.0592599	0.0812146	0	0.103517	0.435697	0.103719	0.638661	0.537696
Ncstn	54.5988	54.1767	34.1151	50.5142	33.7228	22.9932	10.1292	4.46572	11.4495	24.3946
Copa	51.1036	47.7113	33.9165	47.488	43.5834	34.7987	13.8253	21.851	31.2712	55.4288
Pea15a	0.0505733	0.0942695	0.0162901	0	0	0.075728	1.66614	2.43089	0.971651	2.90931
Casq1	0.105228	0.0872622	0.0225666	0	0.0861577	0.0174624	0.205105	0	0	0.0815316
Atp1a4	0	0	0	0	0	0	0	0.0132674	0	0
Atp1a2	0.00924348	0	0	0	0	0	0	0	0	0
Dcaf8	168.384	183.456	127.618	133.335	157.804	114.327	32.6801	9.1408	9.51018	10.7466
Igsf8	2.42426	2.62357	1.78146	0.156849	0.315796	0.142234	0.125215	0.131579	0.111772	1.54682
Kcnj9	0	0	0	0	0	0	0.0271149	0	0	0
Pex19	22.5751	26.699	31.3249	15.6169	38.8519	38.9021	36.2734	107.426	55.2001	22.4176
Kcnj10	0	0	0.0138554	0	0.0265318	0.010755	0.322926	0	0.033742	0.0083145
Slamf9	0.263741	0	1.18283	0.998678	0.963943	0.358174	0.527456	0.15173	3.03139	2.04383
Pigm	4.38426	4.13961	5.76462	8.84048	3.47606	2.73882	8.17521	11.3913	5.16559	4.17847
Tagln2	0	0	0.197482	0	0.125404	0.406666	22.5937	6.08188	114.965	69.1873
Cfap45	11.5394	10.2927	12.5931	5.6878	9.89066	8.33457	2.33361	1.33861	0.198852	0.28116
4933439K11Rik	0	0	0	0.0937484	0	0.0429546	0.0633878	0	0	0
Slamf8	0	0	0	0	0	0.0157946	0	0	0.198658	0.073678
Dusp23	5.13778	4.57606	5.06797	11.4943	6.62002	8.6043	3.72828	0.190585	0	0.461578
Fcrl6	0	0	0	0	0	0	0	0	0	0
Crp	0	0	0	0	0	0.0196638	0	0	0	0
Apcs	0	0	0	0	0	0	0	0	0	0
Vsig8	0	0	0	0	0	0	0.0806735	0	0	0
Olfr16	0	0	0	0	0	0	0	0	0	0
Olfr1408	0	0	0	0	0	0	0	0	0	0
Olfr1406	0	0	0	0	0	0	0	0	0	0
Olfr218	0	0	0	0	0	0	0	0	0	0
Igsf9	0	0	0.00923034	0.0316729	0.0176671	0.0429717	0.146911	0.0550551	1.53976	0.299276
Olfr1404	0	0	0	0	0	0	0	0	0	0
Fcer1a	0	0	0	0	0	0	0	0	0	0
Mptx2	0	0	0	0	0	0	0	0	0	0
Olfr418-ps1	0	0	0	0	0	0	0	0	0	0
Ackr1	0	0	0	0	0	0	0	0	0	0
Aim2	0	0	0	0	0	0.0122825	0	0	0.115775	0.4003
Cadm3	0	0	0	0	0	0	0	0	0.0111691	0
BC094916	0	0	0	0	0	0	0	0	0	0
Pyhin1	0	0	0	0	0	0	0	0	0	0
Pydc3	0.286408	0.45738	0.211006	0.0451648	0.100888	0.286274	0	0	0	0
AI607873	0	0	0	0	0	0	0	0	0	0
Mndal	0	0	0	0	0	0	0	0	0	0.824492
Ifi204	0	0	0	0	0	0	0	0	0	0
Pydc4	0	0	0	0	0	0	0	0	0	0
Mnda	0	0	0	0	0	0	0	0	0	0.0480984
Ifi205	0	0	0	0	0	0	0	0	0	0.0761811
Olfr433	0	0	0	0	0	0	0	0	0	0
Ifi202b	0	0	0	0	0	0	0	0	0	0
Olfr432	0	0	0	0	0	0	0	0	0	0
Olfr430	0	0	0	0	0	0.0841967	0	0	0	0
Olfr429	0	0	0	0	0	0	0	0	0	0
Ifi203	0	0	0	0	0	0	0	0	0	0
Olfr231	0	0	0	0	0	0	0	0	0	0
Olfr424	0	0	0.276335	0.185497	0.209644	0	0	0	0	0
Olfr421-ps1	0.148948	0.372031	0.619577	0	0.814767	0.440354	0	0	0	0
Olfr420	0.224646	0.561129	0.575021	0	0.273049	0.295147	0	0	0	0
Spta1	0.0202635	0.0251341	0.0174493	0.0300077	0.0501464	0.0203276	0.00496022	0	0	0
Olfr419	0	0	0	0	0	0	0.154355	0	0	0
Olfr427	0	0	0	0	0	0	0	0	0	0.0632263
Olfr426	0	0	0	0	0	0	0	0	0	0.0037959
Mptx1	0	0	0	0	0	0	0	0	0	0
Olfr417	0	0	0	0	0	0	0	0	0	0
Olfr414	0	0	0	0	0	0	0	0	0	0
Olfr220	0	0	0	0	0	0	0	0	0	0
Olfr248	0.236306	0.492071	0.55417	0	0	0	0	0	0	0
Grem2	0	0	0	0	0	0	0	0	0	0
Kmo	0	0	0	0	0	0.0375019	0	0	0	0
Fmn2	3.69694	3.57408	7.58597	18.7223	16.3681	14.8313	11.6675	0.954452	0.161281	1.13317
Fh1	87.4787	107.93	118.923	28.5424	74.8731	28.6682	9.62721	16.0799	14.9911	107.81
Wdr64	0	0	0.020141	0.0172704	0.038544	0.0624973	0.0228954	0	0.0613054	0.13909
Rgs7	0.0522161	0.194682	0.117723	0.0287465	0.192844	0.0781715	0.0382228	0	0	0
Opn3	11.8181	12.3395	13.3376	18.1823	8.17625	6.85332	2.80487	0.318149	0.14729	0.0291621
Chml	1.71451	0.759709	0.510876	0.459812	0.792076	1.18988	1.66648	2.26272	0.207362	0.532754
Becn2	0.519408	0.138477	0.81133	2.27648	1.91273	2.80599	60.3535	143.53	209.768	4.03884
Sdccag8	0.578707	0.746578	0.910899	0.270048	0.521143	0.383588	0.407586	0.496514	2.35748	2.32801
Hmga2-ps1	62.4796	42.0647	35.2283	1.09915	7.51187	6.93074	1.10213	2.3906	1.18074	0.212803
Exo1	34.1834	33.337	41.1719	24.2912	32.6639	27.454	11.3499	16.6743	16.7676	9.45538
Cep170	3.37459	1.76267	2.94	7.38092	10.3113	11.5206	8.34033	9.89006	4.97227	3.90384
Mir350	0	0	0	0	0	0	0	0	0	0
Akt3	9.0633	9.16115	7.27731	13.3148	13.1075	11.8156	14.6779	2.83611	0.476079	0.0766327
1700016C15Rik	0	0	0	0	0.151479	0	0	0	0	0.0978923
2310043L19Rik	0	0	0	0	0	0.0692914	0.10278	0	0.110202	0
Pld5	0	0	0.047758	0.102286	0.0456804	0.0555516	0.189997	0.156712	0	0
Gm16432	0.689724	0.656444	0.443414	0.177548	0.248786	0.658867	0	0	0	0.0943095
Zbtb18	1.9699	2.02116	0.910456	1.6639	1.55044	1.57205	3.26294	1.02616	0.3288	0.360372
Cox20	3.54231	4.06417	4.65732	0.767549	0	0.543387	4.06416	8.50532	11.3442	98.9395
Desi2	8.92674	7.91878	9.13689	23.8532	10.4934	34.7824	26.0367	2.96751	1.92389	2.91113
Hnrnpu	31.6865	57.9489	29.044	52.1405	33.2979	33.1656	41.2771	61.3925	92.868	61.0496
Adss	420.392	287.699	230.27	78.7133	224.799	211.116	59.7188	28.2938	43.911	66.9554
Kif26b	0.554853	0.411059	0.457828	0.521878	0.343189	0.421215	0.396079	0.0593335	0.0242395	0.0179101
Efcab2	0.614809	0.733398	1.04837	1.30063	0.575447	0.356034	0.378135	0.037828	0.443607	1.81007
Tfb2m	3.99839	3.79036	4.6561	11.0651	8.70968	13.2908	45.9236	95.5333	35.0079	10.346
Smyd3	11.1132	11.1256	13.5262	9.33643	10.4516	6.38349	2.75632	3.95457	1.43248	4.94588
Sccpdh	2.65413	2.15844	0.394112	0.186675	0.418025	0.40668	3.22144	0.863102	0.932665	63.2706
Cnst	15.4461	26.4749	60.8909	24.2201	65.884	57.6895	26.65	10.9339	7.26853	5.59032
Ahctf1	16.5622	16.3987	10.7544	27.1778	16.9406	17.9476	44.6727	69.822	26.6425	20.8809
6330403A02Rik	0	0	0	0	0	0.00438886	0	0	0	0
Gm5069	0	0	0	0	0	0.00837203	0	0	0	0.0332781
Itpkb	0.0114188	0	0.0294802	0	0	0.00572039	0	0	0.0717921	0
Parp1	39.6253	36.5769	16.4138	9.07317	12.334	5.66302	19.9195	52.0727	123.497	232.29
Mir6904	0	0	0	0	0	0	0	0	0	0
Mixl1	0	0.103279	0.0535105	0.0304746	0.170409	0.33157	7.45898	19.2314	8.85821	0.278964
Psen2	38.5229	39.4369	42.3049	114.235	64.6638	22.973	2.04437	4.59813	0.611141	1.41051
Cdc42bpa	15.2674	15.345	13.3386	26.5167	16.8046	12.1834	3.77909	0.464084	0.0981679	0.228383
Adck3	1.7784	2.03665	1.5895	0.58692	0.85913	0.518315	0.588016	5.29316	1.79265	0.387942
Acbd3	14.2535	15.2898	20.7469	31.0045	34.4272	27.3825	11.2488	4.06451	3.20921	2.7372
Lin9	8.26164	8.44684	5.23997	5.008	6.51624	7.07425	18.1494	16.9623	12.065	12.3175
Lefty2	0	0	0.0984675	0.0561164	0	0.0127149	0	0	0.019977	4.8653
Sde2	12.1395	11.9592	5.63898	6.3632	7.94931	8.13984	30.0992	65.279	52.5031	47.6657
Pycr2	18.6998	24.9753	23.7634	7.17024	8.30174	7.79914	7.3077	3.01053	4.6306	97.2012
H3f3a	230.555	290.911	284.277	41.9096	312.86	203.679	270.811	592.39	748.87	320.137
Tmem63a	0.186938	0.13929	0.156697	0.0826061	0.0922323	0.205631	0.931656	0.575314	2.9496	1.79587
Lefty1	0	0	0	0	0	0.0632499	0.0619534	0	0.0663703	0.575353
Ephx1	0	0.0504205	0.0781342	0.0443222	0	0.422936	0.11834	0	2.15517	0.878917
9130409I23Rik	5.80334	12.8041	62.01	38.7644	43.3646	29.8073	14.368	0.371708	0.189348	0.0267647
Cnih4	9.21803	12.2747	14.7483	2.77102	3.81305	2.05472	9.55091	18.481	24.3417	17.6269
Nvl	11.3706	11.8469	12.2923	8.92668	10.8286	8.19171	11.7318	20.3731	32.8263	17.0683
Wdr26	5.11798	5.16078	4.80648	10.4246	8.49419	8.89302	18.0886	11.6087	3.98918	2.61286
Ccdc121	0	0	0	0	0	0.0180954	0	0	0	0
Lbr	156.3	132.837	124.541	55.7452	14.3813	5.51149	38.7117	93.6797	140.93	37.4159
Vmn1r1	0	0	0	0	0	0	0	0	0.0701487	0
Srp9	50.6778	59.646	41.077	37.3106	44.5844	55.3802	82.9781	120.887	162.769	55.506
1700047M11Rik	2.9553	2.04513	1.96671	0.77187	0.52894	0.428701	0	0.338203	0.113684	0
Fbxo28	4.45719	4.66112	7.95483	8.83754	8.06322	6.78713	3.01748	1.6102	0.579103	1.33518
Trp53bp2	0.862593	0.769531	0.113057	0	0	0.0539863	3.65312	0.394188	0.201189	4.51081
Degs1	236.648	236.697	326.4	651.972	381.415	297.295	126.047	105.804	40.5257	81.6605
Cnih3	0.0247255	0.0307241	0	0	0.0608997	0.0246863	0	0.0760659	0	0
Capn2	0	0	0.0368399	0	0.02349	0.00952194	0.0139579	0	0	2.67075
Ccdc185	0	0	0	0	0	0	0	0	0	0
Susd4	2.17762	2.05559	1.28909	1.46643	1.44585	1.59986	0.720716	0	0	0
1700056E22Rik	3.10706	2.30943	2.4152	0.450693	0.509137	2.06377	0.974231	0.321697	0.0652535	1.49687
Tlr5	1.23196	0.70613	1.11206	0.732748	1.00519	1.37401	0.40282	0	0	0.0146838
Dusp10	12.0416	17.3685	32.6716	5.256	24.6157	23.6641	25.8013	38.5052	15.4045	19.1093
Capn8	0.0521669	0.0324159	0.0168016	0	0	0	0.0553848	0	0	0
1700112H15Rik	3.43234	2.37554	2.40954	0.500702	1.99153	1.18204	0.17068	0	0.0914829	0
4930488B22Rik	0	0	0	0	0	0	0	0	0	0
Hlx	0	0	0	0	0	0.238059	0.174668	0	0.0467752	0.0231236
Marc1	0.0299268	0	0.0385345	0	0	0.0745955	0.481646	0.966371	0.0234514	0
Enah	2.08861	2.22717	4.2311	4.9165	6.425	8.67007	7.39974	1.53031	5.81135	4.79512
C130074G19Rik	0.0646153	0.0535105	0.66636	0.0237639	0	0.0753278	3.89724	16.9496	25.6376	0.183557
Mark1	0.0257188	0.0319202	0.0414912	0.0569731	0.0317721	0.0901546	1.10376	4.09762	2.49061	0.0896616
Marc2	28.6342	31.1755	26.2632	47.7922	19.5064	38.764	32.3914	40.5504	46.6273	7.94418
Mir1981	0	0	0	0	0	0	0	0	0	0
Bpnt1	8.99053	9.3019	4.53482	0.611793	3.94436	2.6283	4.49943	7.6781	22.3235	34.0724
9630028B13Rik	0	0	0	0.0195441	0	0.00884401	0	0	0.0971855	0.0410998
5033404E19Rik	0	0	0	0	0	0.471962	0	0	0	0
Eprs	34.9841	35.4298	29.1304	63.6258	47.4289	16.2371	15.3173	42.9336	58.9471	77.6016
Gm2061	0	0	0	0	0	0.0111637	0	0	0	0.0692602
Slc30a10	0	0	0	0	0.0244795	0.0694617	0.00726639	0	0	0.00766963
Lyplal1	69.5027	70.8887	83.7191	48.825	81.4577	94.8169	29.7531	1.86439	0.440585	0.705215
D1Pas1	1.07548	0.820113	0.328475	0.354322	0.442168	2.36783	19.0829	25.2447	2.14761	1.60797
Rrp15	30.7416	30.0941	33.7535	6.5408	13.7516	11.7511	63.14	266.882	237.836	84.0505
Gpatch2	3.83368	4.68334	5.58357	8.6043	7.77893	6.63517	5.43704	7.33867	2.55071	3.57002
Rab3gap2	25.8906	26.3861	25.9703	32.166	38.573	29.2514	6.05439	1.72754	2.1764	5.14294
Iars2	9.47408	6.08159	1.94567	1.3866	0.857502	0.898671	1.24251	1.60408	4.99718	28.4076
Snora36b	0	0	0	0	0	0	0	0	0	0
Mir664	0	0	0	0	0	0	0	0	0	0
Mir194-1	0	0	0	0	0	0	0	0	0	0
Mir215	0	0	0	0	0	0	0	0	0	0
Ush2a	1.0683	0.796094	1.06429	0.998986	1.03842	1.57984	1.06978	0.264792	0.0276064	0.00271786
Tgfb2	60.1191	59.6007	78.2456	154.321	142.873	128.729	76.3182	3.06193	0.23371	0.499243
Kctd3	10.5184	9.7842	11.436	13.248	18.2795	24.0497	29.8615	6.54233	1.78635	1.99974
Spata17	2.04892	2.03621	5.09256	2.76868	4.05902	1.42596	0.121024	0.0850116	0.345778	0
1700007P06Rik	0	0	0	0	0	0	0	0	0	0
Cenpf	21.8813	19.6158	22.1356	52.415	34.8869	18.122	10.3603	7.45552	1.55722	4.87851
Ptpn14	0.0995489	0.0779734	0.189533	0.133932	0.20754	0.113049	0.0885169	0.117005	0.0164865	0.0690013
Prox1	0.557991	0.0710397	0.21231	0.0633476	0.0706726	0.508503	0.283329	0	0.0112391	0
Smyd2	4.87578	4.01114	1.55328	1.01964	1.03944	0.674148	0.0309528	0.227998	5.12316	1.9054
Rps6kc1	0.341595	0.276553	1.78694	1.28198	1.70543	0.784236	0.119813	0.308605	1.3999	1.79497
Esrrg	1.23998	0.726719	4.78091	7.12482	10.2616	11.183	6.71736	1.15809	0.0172595	0.034026
9330162B11Rik	0	0	0	0	0	0	0.0210884	0	0	0
Kcnk2	0.27495	0.204861	0.237195	0.344327	0.191033	0.329111	0.0851379	0	0	0
Spata45	0	0	0	0	0	0.412174	0	0.33463	0	0
Mfsd7b	0.30098	0.269795	0.0670926	0.0160372	0.089461	0.191934	4.51945	3.86681	0.73982	2.27315
A230020J21Rik	0.0913394	0.0510283	0.0480435	0	0	0.0720733	0.54538	0.165005	6.21671e-09	1.18849e-09
Nsl1	4.1748	3.14194	1.392	0.828562	1.09024	0.853047	5.81876	6.10693	8.56188	7.22568
Batf3	1.51888	1.73562	4.81915	0.289659	0.990851	1.70674	1.88549	0.527099	0.106398	0.214059
Vash2	0.0762919	0.0568262	0.0590587	0	0.0941885	0.114542	0.704932	0.199619	0	0
Fam71a	0	0	0	0	0.105156	0.0284174	0	0	0	0
Atf3	0.197521	0.204703	1.90673	0	1.98225	2.27938	0.216638	0	0	17.1914
Nenf	0.958909	1.81201	0.708004	0	0	0	0.114434	2.8018	2.69975	2.60074
Dtl	33.2396	28.0037	34.0608	43.3189	49.3502	25.9645	31.7198	81.8481	72.9368	41.9496
Tatdn3	1.98849	2.73509	2.69909	0.583889	0.736735	1.23154	11.0189	21.1594	9.80898	9.56203
Ints7	1.33999	1.10937	0.504017	0.287852	0.39026	0.269865	12.706	26.6696	36.6099	18.8452
Tmem206	6.04311	5.51185	3.20188	0.400122	1.25706	1.21542	3.35056	1.27968	0.43358	0.568746
Ppp2r5a	3.1014	3.48479	4.99523	4.96144	4.71544	3.78835	3.47994	0.584905	0.261804	1.91255
Nek2	49.834	70.9801	58.9312	10.9255	44.5161	27.0725	50.0654	67.4456	43.3389	23.4198
Lpgat1	8.4105	8.78784	6.19654	10.6291	5.57071	4.29236	4.63938	4.21477	2.75896	1.70833
Angel2	41.612	44.0146	108	283.878	206.331	240.944	210.212	22.5366	2.15279	6.27996
Traf5	3.2136	7.10111	5.1181	0.200848	1.49824	0.910988	0.668449	0.0234185	0.0238678	0
Mir3473c	0	0	0	0	0	0	0	0	0	0
1700034H15Rik	0.283598	0.100572	0.00871386	0.0150998	0.0500409	0.0540927	5.99984	9.54156	1.54903	0.0732363
Slc30a1	0.900642	0.53811	0.864812	1.52821	1.05816	0.724185	4.24699	1.86588	0.454419	1.51607
Hhat	10.9438	10.2847	9.67049	10.8751	6.73737	3.17541	0.619736	0	0.0340411	0.151256
1700065J18Rik	0	0	0	0	0	0	0	0	0	0
Rd3	0.016403	0.0407318	0.0846423	0.0362797	0	0.0738612	0.96512	0.543504	0.201697	0.0127079
Kcnh1	14.9895	18.8327	18.8035	31.726	21.6111	12.2055	8.72626	2.1888	0.156981	0.117542
Sertad4	0	0	0	0	0	0.0196856	0	0	0	0
Diexf	4.0885	4.8593	6.7345	3.78073	3.95026	1.51495	3.60607	4.34517	2.55285	1.48054
Irf6	0.0286976	0.0356226	0.0555448	0	0.017719	0.057461	0.631434	0.342331	1.02571	0.033349
Syt14	0.852243	0.36731	0.20989	0.152377	0.169775	0.239063	0.190922	0.0111212	0.034078	0.00559438
G0s2	0	0	0	0	0	0.0507341	0	0	0	0
Rcor3	10.2744	10.0917	4.32126	4.17583	3.00834	2.09007	1.33268	1.04854	1.80515	2.26798
Gm10516	0.356994	0.266137	0.67475	0.577108	0.732912	1.92517	0.575132	0	0.0746713	0
Camk1g	0.536985	3.97213	0.658899	0.732214	2.45571	0.548772	0.131038	0	0	0
Mir205	0	0	0	0	0	0	0	0	0	0
4930503O07Rik	0	0	0	0	0.245043	0	0	0	0	0
Lamb3	0.0147662	0.0183302	0.0190535	0	0	0	0	0	0	0
Plxna2	4.66306	5.17713	4.59606	3.81849	2.11378	1.19831	0.790019	0.651576	0.0441081	0.0355383
Hsd11b1	0.41366	0.13212	0.204139	0.461429	0.259206	0.499088	0.386339	0	0	0
Cd46	0	0	0	0.0660687	0	0.0602622	0	0	0	0
A130010J15Rik	5.03025	3.66136	1.38916	0.484688	0.717968	1.29026	0.657014	2.28624	1.3827	0.933199
Traf3ip3	0	0	0	0.0707542	1.53019e-184	5.7715e-254	3.55369e-257	0	0	0
Cr1l	17.2559	17.5856	24.8496	3.99773	12.9962	5.46993	1.51217	2.15246	5.46338	20.1972
Cr2	0.00927486	0	0.0179641	0	0	0	0	0	0	0
Cnksr3	7.46696	7.38704	5.22988	6.86511	5.87667	5.28356	4.54865	1.40952	0.438335	8.6436
A330023F24Rik	0	0.0416904	0.0144565	0.0124132	0.0276813	0.0056105	0.0246536	0	0	0.0433792
Mir29b-2	0	0	0	0	0	0	0	0	0	0
Mir29c	0	0	0	0	0	0	0	0	0	0
Cd34	0	0	0	0	0	0	0	0.0194109	0	0
Gm16897	0.0502477	0	0.0647424	0.0553509	0.0309369	0.125406	0.0919699	0.000142946	0	0
Mtrf1l	0.237067	0.17673	0.152755	0	0.0584054	0.0236753	0.156244	0.747588	0.818188	1.32243
Fbxo5	91.497	105.099	115.463	74.2717	90.4656	18.5589	80.6622	58.9315	68.3722	50.0012
Vip	0	0	0	0	0	0	0	0	0	0
Myct1	0.0444074	0	0.01431	0	0	0	0	0	0	0
Syne1	0.336528	0.205465	0.113712	0.034526	0.134587	0.0415672	0.0622002	0.0518294	0.00407285	0
Syne1	0.336528	0.205465	0.113712	0.034526	0.134587	0.0415672	0.0622002	0.0518294	0.00407285	0
Ccdc170	4.34788	4.81308	3.22109	3.1427	2.96666	2.86537	1.18734	0.274754	0.163358	0.646049
1700052N19Rik	1.9101	1.89249	0.65963	0.670105	0.749424	0.73185	2.39053	2.19251	1.67093	10.3915
Rgs17	12.7085	13.1416	16.4598	54.7879	42.2083	27.1053	9.45096	1.05658	0.0495536	0.0488134
Zbtb2	8.8223	8.06554	11.0018	5.03884	5.76501	6.13793	3.6594	7.17771	3.68374	11.5904
Akap12	49.837	41.746	22.9918	19.9042	25.6062	17.8405	8.60624	3.23404	5.54046	50.3679
Rmnd1	3.03603	3.76936	2.1213	0.469022	1.29136	1.72122	2.64446	1.27385	0.893111	2.29251
Gm5512	7.50053	7.5134	6.41123	1.20629	4.17131	5.04428	8.86472	9.20734	1.60502	5.0318
Esr1	22.3155	16.6978	9.85264	12.5683	9.22059	7.19088	3.61296	0.652332	0.123724	0.0215141
Iyd	0.267902	0.222378	0.0286893	0.0975214	0	0.310424	0.032585	0.0685929	0.104726	0
Ppp1r14c	2.46246	2.21418	0.67764	0.0545327	0.36573	0.735086	0.344283	0.0571013	0.00970454	0.939535
Oprm1	0.454059	0.0383001	0.224481	0.0628044	0.351251	0.324565	0.111452	0	0	0.0297567
Ipcef1	27.9648	25.0591	16.6627	24.8488	37.7562	23.6874	2.5542	0.872136	0.0477809	0.0470244
H60c	0.51344	0.332481	0.666537	1.56266	1.0681	1.13408	2.32334	0	0.051428	0
Mthfd1l	6.48384	8.25123	5.92512	1.56403	3.421	1.1699	1.2946	1.5559	1.13265	4.36741
B020014A21Rik	1.68458	3.35226	2.69917	3.99299	3.51846	4.32906	0.911379	0.388456	0.026386	0.0522088
Lrp11	2.27008	1.8939	2.60762	6.29184	2.07869	2.69196	0.728011	1.05074	1.30887	2.40449
Nup43	81.6201	94.6434	78.6606	37.3761	51.2682	19.212	100.369	173.089	147.083	107.934
BC020402	0	0	0	0	0.0718139	0.0727762	0.192218	1.45888	0.228776	0.746359
Lats1	0.784046	0.540341	0.204561	0.404404	0.509414	0.456679	1.35483	2.91463	1.98033	1.72403
Ginm1	19.3329	22.151	31.001	19.0979	14.2993	6.91181	5.27124	5.78456	4.99289	10.7829
Katna1	52.1209	58.9304	66.1646	67.7218	71.413	46.3693	147.721	178.929	47.2451	59.9695
Pcmt1	25.8274	27.7018	36.0635	11.5158	20.8533	15.4988	48.4481	56.3157	78.4982	59.1089
A630066F11Rik	1.16726	1.23645	1.38422	0.379916	0.855964	1.66938	6.60938	2.01467	0.409578	3.43536
Plekhg1	16.9147	14.5667	20.0864	36.7916	34.199	26.8619	10.4934	0.936448	0.0671414	0.153963
Ppil4	46.9548	49.863	38.6823	58.347	65.4457	27.3141	18.966	34.3395	41.025	36.1732
Tab2	3.39259	3.047	3.87075	9.61932	7.17077	9.08624	17.3232	8.05606	5.83968	5.54509
Zc3h12d	0.231465	0.197535	0.270666	0.0960712	0.32155	0.499654	0.488064	0.367405	0.0113638	0
Mir5104	0	0	0	0	0	0	0	0	0	0
Ust	1.51472	1.46992	2.66545	11.9603	14.9634	6.34481	1.12115	0.26495	0	0.928119
Sash1	1.87775	2.30963	1.98577	8.34645	5.20148	3.15776	1.57728	0.741239	0.0500514	1.26977
Samd5	2.60809	1.83861	2.94039	4.47529	4.35415	5.39515	1.87275	0.694322	0.0196664	2.79784
Gm6150	7.95846	7.59212	13.9364	22.9091	21.0354	12.3881	1.7884	0.0788977	0	0.0476738
Stxbp5	0.904587	1.08714	1.68831	4.43896	3.83701	3.61464	8.61129	2.49793	0.32385	0.289975
Adgb	0	0.027663	0.0863329	0.0864868	0.0964313	0.18428	0.0981526	0.00858001	0	0.198608
Rab32	19.0541	18.8839	42.7041	46.8134	59.5516	47.128	11.2221	1.08773	0.246332	0.121807
Gm5177	12.6167	12.2609	17.2319	16.8487	22.049	23.8539	8.66233	0.145453	0.0865927	0.0976231
Epm2a	0	0	0.137595	0.0773146	0.522907	0.600554	6.64528	3.43335	2.00796	0
Utrn	0.0769781	0.0561526	0.315935	0.835681	0.549408	0.710176	0.78505	0.383579	1.07765	0.817331
B230208H11Rik	0	0	0	0	0	0	0.70936	0.774775	0	0.219203
Fbxo30	44.9856	46.334	58.518	66.3635	38.0114	12.5957	9.51328	24.2457	7.08889	17.9545
Grm1	0.0663376	0.0812471	0.370037	0.845064	0.627811	0.291435	0.300527	0	0	0
4930567K20Rik	0	0	0	0	0	0	0	0	0	0
Plagl1	2.58554	1.52193	1.21243	1.46368	1.5978	0.775016	1.28112	0.306196	0.130262	0.0770402
Sf3b5	118.783	162.011	152.969	55.0511	33.0714	31.3193	229.304	280.892	278.433	378.642
Shprh	7.1071	5.17386	5.43095	11.2452	8.92323	5.59196	2.48207	2.71627	4.26349	4.63388
